VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-03-01 00:37:57,2016-03-01 01:11:08,1,12.70,-73.979225158691406,40.752208709716797,1,N,-73.918449401855469,40.650188446044922,1,37.5,0.5,0.5,11.6,0,0.3,50.4
2,2016-03-01 00:37:57,2016-03-01 00:48:26,1,3.20,-73.984054565429687,40.754535675048828,1,N,-74.009521484375,40.716331481933594,1,11.5,0.5,0.5,4.5,0,0.3,17.3
2,2016-03-01 00:37:58,2016-03-01 00:49:05,2,6.91,-74.000587463378906,40.762191772460937,1,N,-73.940513610839844,40.848907470703125,2,20,0.5,0.5,0,0,0.3,21.3
1,2016-03-01 00:38:00,2016-03-01 00:45:00,1,2.20,-73.98419189453125,40.754791259765625,1,N,-73.982330322265625,40.731391906738281,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2016-03-01 00:38:00,2016-03-01 00:41:50,3,.90,-73.957534790039063,40.717754364013672,1,N,-73.946754455566406,40.714324951171875,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2016-03-01 00:38:01,2016-03-01 00:42:45,1,1.20,-73.98992919921875,40.744277954101563,1,N,-73.982780456542969,40.756271362304688,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-03-01 00:38:01,2016-03-01 00:44:51,2,1.20,-73.972793579101563,40.750766754150391,1,N,-73.987907409667969,40.755363464355469,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-03-01 00:38:01,2016-03-01 00:47:31,1,2.96,-73.985565185546875,40.759555816650391,1,N,-73.953117370605469,40.771865844726563,2,10,0.5,0.5,0,0,0.3,11.3
2,2016-03-01 00:38:01,2016-03-01 00:49:00,1,4.09,-73.962074279785156,40.805500030517578,1,N,-73.933059692382812,40.850418090820312,2,14,0.5,0.5,0,0,0.3,15.3
2,2016-03-01 00:38:01,2016-03-01 00:48:37,1,5.23,-73.99078369140625,40.700645446777344,1,N,-73.976432800292969,40.740955352783203,2,16,0.5,0.5,0,0,0.3,17.3
1,2016-03-01 00:38:02,2016-03-01 00:47:53,1,1.90,-74.000190734863281,40.734062194824219,1,N,-73.983558654785156,40.747097015380859,1,9.5,0.5,0.5,3.2,0,0.3,14
1,2016-03-01 00:38:02,2016-03-01 00:45:10,1,2.00,-73.979225158691406,40.752819061279297,1,N,-73.987380981445313,40.729236602783203,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2016-03-01 00:38:02,2016-03-01 00:50:03,1,3.10,-74.004570007324219,40.725605010986328,1,N,-73.972412109375,40.756450653076172,1,12,0.5,0.5,2,0,0.3,15.3
2,2016-03-01 00:38:02,2016-03-01 00:45:01,1,2.03,-73.9945068359375,40.726051330566406,1,N,-73.97802734375,40.751449584960938,1,8.5,0.5,0.5,2,0,0.3,11.8
1,2016-03-01 00:38:03,2016-03-01 01:06:04,1,17.50,-73.782066345214844,40.644573211669922,2,N,-73.978408813476563,40.766487121582031,1,52,0,0.5,10.55,0,0.3,63.35
2,2016-03-01 00:38:03,2016-03-01 00:46:14,6,1.62,-73.971206665039063,40.762615203857422,1,N,-73.986404418945313,40.754035949707031,1,7.5,0.5,0.5,2.2,0,0.3,11
2,2016-03-01 00:38:04,2016-03-01 00:50:24,5,5.64,-73.987876892089844,40.749698638916016,1,N,-74.014816284179688,40.704841613769531,1,17.5,0.5,0.5,4.7,0,0.3,23.5
2,2016-03-01 00:38:04,2016-03-01 00:55:39,1,2.78,-73.988616943359375,40.748672485351563,1,N,-73.989456176757813,40.749000549316406,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2016-03-01 00:38:04,2016-03-01 00:41:55,1,.81,-73.996200561523438,40.744331359863281,1,N,-73.996047973632813,40.753360748291016,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-03-01 00:38:05,2016-03-01 01:07:15,1,11.90,-73.987747192382813,40.732349395751953,1,N,-73.866249084472656,40.83697509765625,2,36.5,0.5,0.5,0,0,0.3,37.8
2,2016-03-01 00:38:05,2016-03-01 00:47:18,1,1.80,-73.992172241210937,40.748802185058594,1,N,-74.001144409179687,40.729213714599609,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-03-01 00:38:06,2016-03-01 00:51:32,4,4.29,-73.993980407714844,40.746326446533203,1,N,-73.99530029296875,40.698394775390625,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2016-03-01 00:38:06,2016-03-01 00:43:19,1,1.50,-73.915176391601563,40.685791015625,1,N,-73.927467346191406,40.697849273681641,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2016-03-01 00:38:08,2016-03-01 01:05:40,1,18.80,-73.781951904296875,40.644630432128906,2,N,-73.954345703125,40.804885864257813,1,52,0,0.5,10,5.54,0.3,68.34
2,2016-03-01 00:38:08,2016-03-01 00:42:52,1,1.02,-73.998947143554687,40.734180450439453,1,N,-73.983787536621094,40.726913452148438,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-03-01 00:38:10,2016-03-01 00:49:09,1,2.80,-73.984886169433594,40.745426177978516,1,N,-73.987861633300781,40.775291442871094,1,11,0.5,0.5,1.5,0,0.3,13.8
1,2016-03-01 00:38:10,2016-03-01 01:37:42,1,33.60,-73.983070373535156,40.764694213867188,3,N,-73.983268737792969,40.764110565185547,1,107,0.5,0,45,10.5,0.3,163.3
2,2016-03-01 00:38:10,2016-03-01 00:41:39,4,.83,-73.943962097167969,40.795310974121094,1,N,-73.952178955078125,40.789905548095703,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-03-01 00:38:11,2016-03-01 00:43:01,4,1.36,-73.979423522949219,40.752681732177734,1,N,-73.995147705078125,40.744880676269531,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2016-03-01 00:38:12,2016-03-01 00:43:03,1,1.10,-73.990257263183594,40.733478546142578,1,N,-74.004226684570313,40.731250762939453,1,6,0.5,0.5,1.46,0,0.3,8.76
1,2016-03-01 00:38:13,2016-03-01 00:59:14,1,6.20,-73.9884033203125,40.754131317138672,1,N,-73.983848571777344,40.676372528076172,1,20.5,0.5,0.5,4.35,0,0.3,26.15
1,2016-03-01 00:38:13,2016-03-01 00:55:40,1,6.80,-73.95855712890625,40.7783203125,1,N,-73.929290771484375,40.855228424072266,1,21.5,0.5,0.5,4.55,0,0.3,27.35
2,2016-03-01 00:38:13,2016-03-01 00:46:06,1,1.58,-73.983673095703125,40.734298706054687,1,N,-73.993690490722656,40.749851226806641,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2016-03-01 00:38:14,2016-03-01 00:58:40,1,6.49,-73.941497802734375,40.678096771240234,1,N,-73.9771728515625,40.738697052001953,1,21,0.5,0.5,4.46,0,0.3,26.76
1,2016-03-01 00:38:15,2016-03-01 00:56:17,1,8.60,-73.965980529785156,40.76226806640625,1,N,-73.879737854003906,40.840305328369141,1,25.5,0.5,0.5,4,0,0.3,30.8
1,2016-03-01 00:38:15,2016-03-01 00:59:15,1,6.90,-73.9739990234375,40.742954254150391,1,N,-73.924774169921875,40.704883575439453,2,23,0.5,0.5,0,0,0.3,24.3
2,2016-03-01 00:38:15,2016-03-01 00:39:20,2,.33,-73.949485778808594,40.802127838134766,1,N,-73.95263671875,40.805801391601563,2,3,0.5,0.5,0,0,0.3,4.3
1,2016-03-01 00:38:16,2016-03-01 00:41:43,1,.70,-73.987556457519531,40.760467529296875,1,N,-73.979148864746094,40.762401580810547,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-03-01 00:38:16,2016-03-01 01:07:53,1,13.60,-73.782798767089844,40.644355773925781,1,N,-73.974510192871094,40.686397552490234,1,39.5,0.5,0.5,5,0,0.3,45.8
1,2016-03-01 00:38:16,2016-03-01 00:38:38,1,.00,-73.988113403320313,40.745857238769531,5,N,-73.988105773925781,40.745899200439453,1,59,0,0,9.7,0,0.3,69
2,2016-03-01 00:38:16,2016-03-01 00:55:04,6,5.44,-73.988319396972656,40.741134643554688,1,N,-73.961471557617188,40.802108764648438,1,17.5,0.5,0.5,3.76,0,0.3,22.56
2,2016-03-01 00:38:16,2016-03-01 00:46:01,1,1.69,-73.9552001953125,40.773109436035156,1,N,-73.974891662597656,40.763408660888672,1,8,0.5,0.5,1.5,0,0.3,10.8
2,2016-03-01 00:38:18,2016-03-01 00:45:00,1,1.75,-73.978538513183594,40.761852264404297,1,N,-73.977981567382812,40.783737182617188,1,8,0.5,0.5,2,0,0.3,11.3
1,2016-03-01 00:38:19,2016-03-01 00:54:59,1,4.40,-73.974525451660156,40.757156372070313,1,N,-74.005287170410156,40.718318939208984,2,16,0.5,0.5,0,0,0.3,17.3
2,2016-03-01 00:38:20,2016-03-01 00:46:36,1,1.70,-73.9776611328125,40.762962341308594,1,N,-73.991592407226562,40.749984741210937,2,8,0.5,0.5,0,0,0.3,9.3
2,2016-03-01 00:38:22,2016-03-01 00:46:47,2,1.15,-73.983757019042969,40.760410308837891,1,N,-73.97723388671875,40.749580383300781,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2016-03-01 00:38:23,2016-03-01 00:53:02,2,4.38,-74.000068664550781,40.732818603515625,1,N,-73.996231079101563,40.686370849609375,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2016-03-01 00:38:24,2016-03-01 00:54:15,2,3.47,-73.988243103027344,40.720470428466797,1,N,-73.994857788085938,40.755321502685547,2,14,0.5,0.5,0,0,0.3,15.3
2,2016-03-01 00:38:25,2016-03-01 00:52:31,2,5.52,-73.870933532714844,40.773712158203125,1,N,-73.942413330078125,40.748714447021484,1,18,0.5,0.5,2.5,0,0.3,21.8
2,2016-03-01 00:38:25,2016-03-01 00:52:08,1,4.41,-73.978309631347656,40.729026794433594,1,N,-73.953079223632812,40.780288696289063,1,15,0.5,0.5,2,0,0.3,18.3
2,2016-03-01 00:38:25,2016-03-01 00:52:20,1,3.76,-73.994049072265625,40.741069793701172,1,N,-73.971122741699219,40.786178588867188,1,13.5,0.5,0.5,2.96,0,0.3,17.76
1,2016-03-01 00:38:26,2016-03-01 00:45:21,2,2.50,-73.967849731445312,40.762840270996094,1,N,-73.929367065429688,40.756355285644531,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2016-03-01 00:38:27,2016-03-01 00:52:16,1,6.19,-73.981681823730469,40.674690246582031,1,N,-73.947891235351563,40.71124267578125,1,19,0.5,0.5,5.08,0,0.3,25.38
1,2016-03-01 00:38:29,2016-03-01 00:43:56,1,1.40,-73.986717224121094,40.733955383300781,1,N,-73.993629455566406,40.746635437011719,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-03-01 00:38:30,2016-03-01 00:52:47,1,2.80,-73.988662719726563,40.738784790039062,1,N,-73.980728149414063,40.765434265136719,2,12,0.5,0.5,0,0,0.3,13.3
1,2016-03-01 00:38:31,2016-03-01 01:00:32,1,11.00,-73.8707275390625,40.773681640625,1,N,-73.976722717285156,40.780776977539063,1,31.5,0.5,0.5,7.65,5.54,0.3,45.99
1,2016-03-01 00:38:31,2016-03-01 00:46:55,1,2.10,-73.988487243652344,40.738750457763672,1,N,-73.969093322753906,40.760982513427734,2,9,0.5,0.5,0,0,0.3,10.3
2,2016-03-01 00:38:31,2016-03-01 01:04:43,1,16.66,-73.790359497070313,40.6451416015625,1,N,-73.963386535644531,40.614116668701172,2,45.5,0.5,0.5,0,0,0.3,46.8
1,2016-03-01 00:38:32,2016-03-01 00:45:41,1,2.00,-73.977340698242188,40.789543151855469,1,N,-73.957191467285156,40.809955596923828,1,8,0.5,0.5,1.7,0,0.3,11
2,2016-03-01 00:38:32,2016-03-01 01:05:28,1,12.30,-73.989967346191406,40.71405029296875,1,N,-73.931137084960937,40.854694366455078,1,36,0.5,0.5,9.32,0,0.3,46.62
1,2016-03-01 00:38:33,2016-03-01 00:38:35,1,.00,-73.903953552246094,40.700336456298828,1,N,-73.903953552246094,40.700336456298828,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01 00:38:33,2016-03-01 01:06:56,1,10.30,-73.953102111816406,40.671344757080078,1,N,-73.996299743652344,40.759937286376953,2,32.5,0.5,0.5,0,0,0.3,33.8
2,2016-03-01 00:38:33,2016-03-01 00:45:01,1,1.31,-73.975242614746094,40.762138366699219,1,N,-73.9959716796875,40.767299652099609,1,6.5,0.5,0.5,2.34,0,0.3,10.14
2,2016-03-01 00:38:33,2016-03-01 00:45:46,1,.87,-73.978828430175781,40.759258270263672,1,N,-73.965530395507813,40.756931304931641,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2016-03-01 00:38:34,2016-03-01 00:58:37,1,8.20,-74.001335144042969,40.736339569091797,1,N,-74.004257202148438,40.64593505859375,1,25,0.5,0.5,5.25,0,0.3,31.55
1,2016-03-01 00:38:36,2016-03-01 00:46:50,1,2.80,-73.964347839355469,40.760410308837891,1,N,-73.993232727050781,40.731914520263672,2,10,0.5,0.5,0,0,0.3,11.3
2,2016-03-01 00:38:36,2016-03-01 00:56:28,1,5.68,-73.978157043457031,40.729320526123047,1,N,-73.923233032226562,40.761020660400391,2,18.5,0.5,0.5,0,0,0.3,19.8
2,2016-03-01 00:38:37,2016-03-01 01:03:00,3,7.21,-73.988227844238281,40.721389770507813,1,N,-73.909141540527344,40.758808135986328,2,23.5,0.5,0.5,0,0,0.3,24.8
2,2016-03-01 00:38:37,2016-03-01 00:44:15,3,1.27,-73.986808776855469,40.750949859619141,1,N,-73.996688842773438,40.747940063476562,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-03-01 00:38:38,2016-03-01 00:42:45,1,.80,-73.978988647460938,40.751682281494141,1,N,-73.981086730957031,40.742130279541016,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-03-01 00:38:38,2016-03-01 00:41:24,5,1.28,-73.964981079101562,40.763511657714844,1,N,-73.955978393554688,40.779701232910156,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-03-01 00:38:39,2016-03-01 00:52:28,1,4.10,-73.975868225097656,40.765724182128906,1,N,-73.916336059570313,40.766742706298828,2,14.5,0.5,0.5,0,0,0.3,15.8
1,2016-03-01 00:38:39,2016-03-01 00:45:34,1,1.50,-73.997421264648437,40.736595153808594,1,N,-74.002532958984375,40.721904754638672,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-03-01 00:38:39,2016-03-01 00:47:03,1,2.04,-73.936058044433594,40.754379272460938,1,N,-73.913162231445313,40.774173736572266,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,2016-03-01 00:38:40,2016-03-01 00:42:34,1,.70,-74.001495361328125,40.735729217529297,1,N,-73.999404907226563,40.731014251708984,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-03-01 00:38:40,2016-03-01 00:54:54,1,8.64,-73.967384338378906,40.756931304931641,1,N,-73.874252319335938,40.718883514404297,2,25,0.5,0.5,0,5.54,0.3,31.84
1,2016-03-01 00:38:41,2016-03-01 01:03:55,1,9.90,-73.959564208984375,40.7713623046875,1,N,-73.969627380371094,40.678813934326172,1,31,0.5,0.5,6.45,0,0.3,38.75
1,2016-03-01 00:38:41,2016-03-01 00:48:31,2,2.90,-73.776649475097656,40.645397186279297,1,N,-73.798439025878906,40.667881011962891,1,11.5,0.5,0.5,2.55,0,0.3,15.35
2,2016-03-01 00:38:41,2016-03-01 00:45:00,1,2.06,0,0,1,N,0,0,1,8,0.5,0.5,1,0,0.3,10.3
1,2016-03-01 00:38:42,2016-03-01 00:44:23,1,.20,-73.988273620605469,40.75946044921875,1,N,-73.984443664550781,40.758220672607422,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-03-01 00:38:42,2016-03-01 00:44:24,2,1.49,-73.994621276855469,40.739021301269531,1,N,-73.984161376953125,40.727138519287109,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2016-03-01 00:38:42,2016-03-01 00:45:45,1,1.17,-73.993095397949219,40.756015777587891,1,N,-73.986358642578125,40.748058319091797,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-03-01 00:38:42,2016-03-01 00:48:38,1,2.14,-73.987846374511719,40.743991851806641,1,N,-73.982627868652344,40.763240814208984,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2016-03-01 00:38:43,2016-03-01 00:41:16,1,.50,-73.986976623535156,40.7222900390625,1,N,-73.977668762207031,40.721431732177734,2,4,0.5,0.5,0,0,0.3,5.3
2,2016-03-01 00:38:43,2016-03-01 01:09:08,1,7.95,-73.982368469238281,40.767833709716797,1,N,-73.983261108398438,40.771202087402344,2,26.5,0.5,0.5,0,0,0.3,27.8
2,2016-03-01 00:38:44,2016-03-01 00:42:28,1,1.67,-73.968696594238281,40.750354766845703,1,N,-73.953269958496094,40.771560668945313,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2016-03-01 00:38:45,2016-03-01 00:47:06,6,1.25,-74.00775146484375,40.740169525146484,1,N,-73.9913330078125,40.743148803710938,1,7.5,0.5,0.5,2.64,0,0.3,11.44
2,2016-03-01 00:38:46,2016-03-01 00:52:01,6,7.17,-73.993965148925781,40.720428466796875,1,N,-74.01397705078125,40.648601531982422,2,21,0.5,0.5,0,0,0.3,22.3
2,2016-03-01 00:38:48,2016-03-01 01:00:48,5,16.62,-73.994667053222656,40.704219818115234,2,N,-73.973953247070312,40.748771667480469,1,52,0,0.5,7,5.54,0.3,65.34
2,2016-03-01 00:38:49,2016-03-01 00:46:25,5,1.72,-73.922737121582031,40.706535339355469,1,N,-73.941917419433594,40.714225769042969,1,7.5,0.5,0.5,2.64,0,0.3,11.44
2,2016-03-01 00:38:49,2016-03-01 00:49:07,1,3.01,-73.975410461425781,40.755058288574219,1,N,-73.944976806640625,40.777618408203125,1,11,0.5,0.5,1.7,0,0.3,14
2,2016-03-01 00:38:49,2016-03-01 00:56:12,2,3.70,-73.989089965820313,40.758640289306641,1,N,-73.986923217773437,40.721271514892578,1,15.5,0.5,0.5,2,0,0.3,18.8
1,2016-03-01 00:38:50,2016-03-01 00:42:41,1,.90,-73.991729736328125,40.754852294921875,1,N,-73.978691101074219,40.752288818359375,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-03-01 00:38:50,2016-03-01 01:24:05,1,28.50,-74.006820678710938,40.705516815185547,5,N,-74.110450744628906,41.002086639404297,2,0,0,0,0,10.5,0.3,10.8
2,2016-03-01 00:38:50,2016-03-01 00:41:37,1,.70,-73.876220703125,40.6788330078125,1,N,-73.869644165039063,40.673099517822266,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-03-01 00:38:51,2016-03-01 00:41:18,1,.70,-73.98614501953125,40.747451782226563,1,N,-73.98614501953125,40.747451782226563,1,4,0.5,0.5,1.06,0,0.3,6.36
1,2016-03-01 00:38:51,2016-03-01 00:43:03,1,1.30,-73.983650207519531,40.755069732666016,1,N,-73.984382629394531,40.769821166992187,1,6,0.5,0.5,1.25,0,0.3,8.55
2,2016-03-01 00:38:51,2016-03-01 01:02:27,1,11.17,-73.991981506347656,40.739349365234375,1,N,-74.028228759765625,40.623699188232422,2,32.5,0.5,0.5,0,0,0.3,33.8
2,2016-03-01 00:38:51,2016-03-01 00:42:52,1,1.00,-73.991294860839844,40.751087188720703,1,N,-74.000625610351563,40.741504669189453,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2016-03-01 00:38:51,2016-03-01 00:51:58,1,3.83,-73.978996276855469,40.750072479248047,1,N,-74.009010314941406,40.704303741455078,2,13,0.5,0.5,0,0,0.3,14.3
2,2016-03-01 00:38:51,2016-03-01 00:41:42,2,.63,-73.976310729980469,40.765117645263672,1,N,-73.98211669921875,40.771873474121094,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-03-01 00:38:52,2016-03-01 00:42:32,1,.60,-73.985198974609375,40.720863342285156,1,N,-73.98614501953125,40.725109100341797,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-03-01 00:38:52,2016-03-01 00:47:29,1,5.17,-73.944778442382812,40.783073425292969,1,N,-73.933242797851562,40.847419738769531,2,16,0.5,0.5,0,0,0.3,17.3
2,2016-03-01 00:38:52,2016-03-01 00:44:06,2,.92,-73.959709167480469,40.760177612304688,1,N,-73.951667785644531,40.766578674316406,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-03-01 00:38:53,2016-03-01 00:47:27,2,1.80,-73.957855224609375,40.776283264160156,1,N,-73.972991943359375,40.793006896972656,1,8.5,0.5,0.5,1,0,0.3,10.8
1,2016-03-01 00:38:53,2016-03-01 00:48:33,2,1.90,-74.005950927734375,40.740325927734375,1,N,-73.989402770996094,40.759662628173828,1,9,0.5,0.5,3.09,0,0.3,13.39
1,2016-03-01 00:38:53,2016-03-01 00:42:24,1,.50,-73.982261657714844,40.764026641845703,1,N,-73.985488891601562,40.758262634277344,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-03-01 00:38:53,2016-03-01 00:47:21,2,2.36,-73.959671020507813,40.711265563964844,1,N,-73.993659973144531,40.724620819091797,1,10,0.5,0.5,1.2,0,0.3,12.5
2,2016-03-01 00:38:53,2016-03-01 00:48:10,3,3.16,-73.979598999023437,40.760723114013672,1,N,-73.989692687988281,40.727069854736328,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2016-03-01 00:38:53,2016-03-01 00:49:53,5,3.82,-73.992027282714844,40.729129791259766,1,N,-73.990951538085938,40.688621520996094,1,13,0.5,0.5,1.5,0,0.3,15.8
1,2016-03-01 00:38:54,2016-03-01 00:39:14,1,.00,-74.010688781738281,40.716312408447266,5,N,-74.010688781738281,40.716312408447266,1,53,0,0,8,0,0.3,61.3
2,2016-03-01 00:38:56,2016-03-01 00:42:52,5,.81,-73.994781494140625,40.718349456787109,1,N,-73.989959716796875,40.729389190673828,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2016-03-01 00:38:56,2016-03-01 00:39:00,3,.01,0,0,5,N,0,0,1,59.5,0,0,7,0,0.3,66.8
1,2016-03-01 00:38:57,2016-03-01 00:49:25,1,3.10,-73.976188659667969,40.754043579101563,1,N,-73.944976806640625,40.780158996582031,1,11,0.5,0.5,2.45,0,0.3,14.75
1,2016-03-01 00:38:58,2016-03-01 00:39:27,1,.00,-73.945396423339844,40.751438140869141,1,N,-73.945396423339844,40.751438140869141,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01 00:38:58,2016-03-01 00:44:53,1,1.40,-73.980735778808594,40.688785552978516,1,N,-73.964202880859375,40.676689147949219,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-03-01 00:38:59,2016-03-01 00:44:05,1,1.44,-74.012550354003906,40.702529907226563,1,N,-74.003387451171875,40.715717315673828,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2016-03-01 00:38:59,2016-03-01 00:54:13,2,6.37,-73.95098876953125,40.810390472412109,1,N,-73.995468139648438,40.762969970703125,2,20,0.5,0.5,0,0,0.3,21.3
2,2016-03-01 00:38:59,2016-03-01 00:50:08,1,3.24,-73.961822509765625,40.804710388183594,1,N,-73.951713562011719,40.773788452148438,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2016-03-01 00:38:59,2016-03-01 00:56:41,1,4.48,-73.993476867675781,40.732559204101563,1,N,-73.967361450195313,40.685630798339844,1,17,0.5,0.5,5.49,0,0.3,23.79
2,2016-03-01 00:38:59,2016-03-01 01:00:08,1,.91,-73.9775390625,40.689830780029297,1,N,-73.964492797851563,40.681419372558594,2,13.5,0.5,0.5,0,0,0.3,14.8
1,2016-03-01 00:39:00,2016-03-01 00:45:02,1,1.50,-73.976242065429687,40.755817413330078,1,Y,-73.991401672363281,40.744720458984375,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2016-03-01 00:39:00,2016-03-01 01:00:03,2,7.90,-73.937797546386719,40.796848297119141,1,N,-73.998939514160156,40.729923248291016,1,24.5,0.5,0.5,5.15,0,0.3,30.95
2,2016-03-01 00:39:00,2016-03-01 00:48:21,3,2.85,-73.976593017578125,40.7587890625,1,N,-73.983596801757812,40.727668762207031,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2016-03-01 00:39:02,2016-03-01 01:03:51,1,17.00,-73.783920288085938,40.646289825439453,2,N,-73.980155944824219,40.748626708984375,1,52,0,0.5,11.65,5.54,0.3,69.99
1,2016-03-01 00:39:02,2016-03-01 00:39:26,1,.00,-73.89752197265625,40.663066864013672,5,N,-73.897499084472656,40.663036346435547,1,30,0,0,0,0,0.3,30.3
2,2016-03-01 00:39:02,2016-03-01 00:50:29,5,3.40,-73.980224609375,40.764850616455078,1,N,-73.935623168945313,40.752235412597656,2,12,0.5,0.5,0,0,0.3,13.3
1,2016-03-01 00:39:03,2016-03-01 00:44:03,4,1.50,-73.994094848632812,40.741222381591797,1,N,-73.988113403320313,40.759849548339844,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-03-01 00:39:03,2016-03-01 00:47:22,3,1.46,-74.004135131835938,40.720970153808594,1,N,-73.988311767578125,40.720447540283203,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2016-03-01 00:39:04,2016-03-01 00:39:30,1,.00,-73.949356079101563,40.711212158203125,5,N,-73.949348449707031,40.711204528808594,1,17.8,0,0,4.5,0,0.3,22.6
2,2016-03-01 00:39:04,2016-03-01 00:42:29,1,.54,-73.978248596191406,40.724987030029297,1,N,-73.985527038574219,40.727310180664063,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2016-03-01 00:39:04,2016-03-01 00:42:46,2,.59,-73.940773010253906,40.844650268554687,1,N,-73.940078735351563,40.837211608886719,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-03-01 00:39:05,2016-03-01 00:52:17,1,8.38,-73.871238708496094,40.773681640625,1,N,-73.980842590332031,40.748088836669922,1,23.5,0.5,0.5,5,5.54,0.3,35.34
2,2016-03-01 00:39:05,2016-03-01 00:41:24,1,.96,-73.989166259765625,40.758258819580078,1,N,-73.986396789550781,40.768348693847656,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-03-01 00:39:06,2016-03-01 00:54:26,1,4.50,-73.955574035644531,40.764293670654297,1,N,-73.917633056640625,40.769947052001953,1,16,0.5,0.5,5.15,0,0.3,22.45
2,2016-03-01 00:39:06,2016-03-01 00:58:39,1,5.25,-73.981552124023438,40.763690948486328,1,N,-73.916427612304688,40.776859283447266,2,18.5,0.5,0.5,0,0,0.3,19.8
2,2016-03-01 00:39:07,2016-03-01 00:44:56,1,1.18,-73.987220764160156,40.760478973388672,1,N,-73.966812133789063,40.752811431884766,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-03-01 00:39:07,2016-03-01 00:51:04,1,3.57,-73.969528198242188,40.784820556640625,1,N,-73.975296020507812,40.745540618896484,1,13,0.5,0.5,2.86,0,0.3,17.16
1,2016-03-01 00:39:08,2016-03-01 00:48:53,1,3.40,-73.986236572265625,40.758354187011719,1,N,-74.011085510253906,40.713592529296875,1,11.5,0.5,0.5,2,0,0.3,14.8
1,2016-03-01 00:39:08,2016-03-01 00:48:36,2,4.00,-73.980072021484375,40.765567779541016,1,N,-73.927505493164062,40.759731292724609,1,13,0.5,0.5,0.8,0,0.3,15.1
2,2016-03-01 00:39:08,2016-03-01 00:52:35,6,5.12,-73.976478576660156,40.758800506591797,1,N,-73.947509765625,40.79058837890625,1,15.5,0.5,0.5,1.2,0,0.3,18
1,2016-03-01 00:39:09,2016-03-01 00:42:32,1,.70,-73.987480163574219,40.733383178710938,1,N,-73.991714477539062,40.723850250244141,2,5,0.5,0.5,0,0,0.3,6.3
